Sector,Sub-Industry,Production process,Impact driver,Rating
Materials,Metal & Glass Containers,Metal processing,Solid waste,H
Materials,Metal & Glass Containers,Metal processing,Terrestrial ecosystem use,ND
Materials,Metal & Glass Containers,Metal processing,Water pollutants,M
Materials,Metal & Glass Containers,Metal processing,Water use,H
Materials,Metal & Glass Containers,Metal processing,Biological interferences/alterations,ND
Energy,Coal & Consumable Fuels,Mining,Disturbances,H
Energy,Coal & Consumable Fuels,Mining,Freshwater ecosystem use,H
Energy,Coal & Consumable Fuels,Mining,GHG emissions,VH
Energy,Coal & Consumable Fuels,Mining,Marine ecosystem use,ND
Energy,Coal & Consumable Fuels,Mining,Non-GHG air pollutants,H
Energy,Coal & Consumable Fuels,Mining,Other resource use,ND
Energy,Coal & Consumable Fuels,Mining,Soil pollutants,H
Energy,Coal & Consumable Fuels,Mining,Solid waste,H
Energy,Coal & Consumable Fuels,Mining,Terrestrial ecosystem use,VH
Energy,Coal & Consumable Fuels,Mining,Water pollutants,H
Energy,Coal & Consumable Fuels,Mining,Water use,VH
Energy,Coal & Consumable Fuels,Mining,Biological interferences/alterations,M
Materials,Aluminum,Mining,Disturbances,H
Materials,Aluminum,Mining,Freshwater ecosystem use,H
Materials,Aluminum,Mining,GHG emissions,VH
Materials,Aluminum,Mining,Marine ecosystem use,ND
Materials,Aluminum,Mining,Non-GHG air pollutants,H
Materials,Aluminum,Mining,Other resource use,ND
Materials,Aluminum,Mining,Soil pollutants,H
Materials,Aluminum,Mining,Solid waste,H
Materials,Aluminum,Mining,Terrestrial ecosystem use,VH
Materials,Aluminum,Mining,Water pollutants,H
Materials,Aluminum,Mining,Water use,VH
Materials,Aluminum,Mining,Biological interferences/alterations,M
Materials,Copper,Mining,Disturbances,H
Materials,Copper,Mining,Freshwater ecosystem use,H
Materials,Copper,Mining,GHG emissions,VH
Materials,Copper,Mining,Marine ecosystem use,ND
Materials,Copper,Mining,Non-GHG air pollutants,H
Materials,Copper,Mining,Other resource use,ND
Materials,Copper,Mining,Soil pollutants,H
Materials,Copper,Mining,Solid waste,H
Materials,Copper,Mining,Terrestrial ecosystem use,VH
Materials,Copper,Mining,Water pollutants,H
Materials,Copper,Mining,Water use,VH
Materials,Copper,Mining,Biological interferences/alterations,M
Materials,Diversified Metals & Mining,Mining,Disturbances,H
Materials,Diversified Metals & Mining,Mining,Freshwater ecosystem use,H
Materials,Diversified Metals & Mining,Mining,GHG emissions,VH
Materials,Diversified Metals & Mining,Mining,Marine ecosystem use,ND
Materials,Diversified Metals & Mining,Mining,Non-GHG air pollutants,H
Materials,Diversified Metals & Mining,Mining,Other resource use,ND
Materials,Diversified Metals & Mining,Mining,Soil pollutants,H
Materials,Diversified Metals & Mining,Mining,Solid waste,H
Materials,Diversified Metals & Mining,Mining,Terrestrial ecosystem use,VH
Materials,Diversified Metals & Mining,Mining,Water pollutants,H
Materials,Diversified Metals & Mining,Mining,Water use,VH
Materials,Diversified Metals & Mining,Mining,Biological interferences/alterations,M
Materials,Gold,Mining,Disturbances,H
Materials,Gold,Mining,Freshwater ecosystem use,H
Materials,Gold,Mining,GHG emissions,VH
Materials,Gold,Mining,Marine ecosystem use,ND
Materials,Gold,Mining,Non-GHG air pollutants,H
Materials,Gold,Mining,Other resource use,ND
Materials,Gold,Mining,Soil pollutants,H
Materials,Gold,Mining,Solid waste,H
Materials,Gold,Mining,Terrestrial ecosystem use,VH
Materials,Gold,Mining,Water pollutants,H
Materials,Gold,Mining,Water use,VH
Materials,Gold,Mining,Biological interferences/alterations,M
Materials,Precious Metals & Minerals,Mining,Disturbances,H
Materials,Precious Metals & Minerals,Mining,Freshwater ecosystem use,H
Materials,Precious Metals & Minerals,Mining,GHG emissions,VH
Materials,Precious Metals & Minerals,Mining,Marine ecosystem use,ND
Materials,Precious Metals & Minerals,Mining,Non-GHG air pollutants,H
Materials,Precious Metals & Minerals,Mining,Other resource use,ND
Materials,Precious Metals & Minerals,Mining,Soil pollutants,H
Materials,Precious Metals & Minerals,Mining,Solid waste,H
Materials,Precious Metals & Minerals,Mining,Terrestrial ecosystem use,VH
Materials,Precious Metals & Minerals,Mining,Water pollutants,H
Materials,Precious Metals & Minerals,Mining,Water use,VH
Materials,Precious Metals & Minerals,Mining,Biological interferences/alterations,M
Materials,Silver,Mining,Disturbances,H
Materials,Silver,Mining,Freshwater ecosystem use,H
Materials,Silver,Mining,GHG emissions,VH
Materials,Silver,Mining,Marine ecosystem use,ND
Materials,Silver,Mining,Non-GHG air pollutants,H
Materials,Silver,Mining,Other resource use,ND
Materials,Silver,Mining,Soil pollutants,H
Materials,Silver,Mining,Solid waste,H
Materials,Silver,Mining,Terrestrial ecosystem use,VH
Materials,Silver,Mining,Water pollutants,H
Materials,Silver,Mining,Water use,VH
Materials,Silver,Mining,Biological interferences/alterations,M
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Disturbances,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Freshwater ecosystem use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,GHG emissions,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Marine ecosystem use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Non-GHG air pollutants,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Other resource use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Soil pollutants,M
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Solid waste,M
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Terrestrial ecosystem use,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Water pollutants,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Water use,VH
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Natural fibre production,Biological interferences/alterations,ND
Consumer Discretionary,Textiles,Natural fibre production,Disturbances,ND
Consumer Discretionary,Textiles,Natural fibre production,Freshwater ecosystem use,ND
Consumer Discretionary,Textiles,Natural fibre production,GHG emissions,ND
Consumer Discretionary,Textiles,Natural fibre production,Marine ecosystem use,ND
Consumer Discretionary,Textiles,Natural fibre production,Non-GHG air pollutants,H
Consumer Discretionary,Textiles,Natural fibre production,Other resource use,ND
Consumer Discretionary,Textiles,Natural fibre production,Soil pollutants,M
Consumer Discretionary,Textiles,Natural fibre production,Solid waste,M
Consumer Discretionary,Textiles,Natural fibre production,Terrestrial ecosystem use,H
Consumer Discretionary,Textiles,Natural fibre production,Water pollutants,H
Consumer Discretionary,Textiles,Natural fibre production,Water use,VH
Consumer Discretionary,Textiles,Natural fibre production,Biological interferences/alterations,ND
Materials,Industrial Gases,Natural gas combustion,Disturbances,ND
Materials,Industrial Gases,Natural gas combustion,Freshwater ecosystem use,ND
Materials,Industrial Gases,Natural gas combustion,GHG emissions,VH
Materials,Industrial Gases,Natural gas combustion,Marine ecosystem use,ND
Materials,Industrial Gases,Natural gas combustion,Non-GHG air pollutants,H
Materials,Industrial Gases,Natural gas combustion,Other resource use,ND
Materials,Industrial Gases,Natural gas combustion,Soil pollutants,H
Materials,Industrial Gases,Natural gas combustion,Solid waste,ND
Materials,Industrial Gases,Natural gas combustion,Terrestrial ecosystem use,H
Materials,Industrial Gases,Natural gas combustion,Water pollutants,H
Materials,Industrial Gases,Natural gas combustion,Water use,VH
Materials,Industrial Gases,Natural gas combustion,Biological interferences/alterations,ND
Utilities,Electric Utilities,Nuclear and thermal power stations,Disturbances,H
Utilities,Electric Utilities,Nuclear and thermal power stations,Freshwater ecosystem use,H
Utilities,Electric Utilities,Nuclear and thermal power stations,GHG emissions,VH
Utilities,Electric Utilities,Nuclear and thermal power stations,Marine ecosystem use,ND
Utilities,Electric Utilities,Nuclear and thermal power stations,Non-GHG air pollutants,H
Utilities,Electric Utilities,Nuclear and thermal power stations,Other resource use,ND
Utilities,Electric Utilities,Nuclear and thermal power stations,Soil pollutants,H
Utilities,Electric Utilities,Nuclear and thermal power stations,Solid waste,H
Utilities,Electric Utilities,Nuclear and thermal power stations,Terrestrial ecosystem use,ND
Utilities,Electric Utilities,Nuclear and thermal power stations,Water pollutants,H
Utilities,Electric Utilities,Nuclear and thermal power stations,Water use,VH
Utilities,Electric Utilities,Nuclear and thermal power stations,Biological interferences/alterations,ND
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Disturbances,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Freshwater ecosystem use,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,GHG emissions,VH
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Marine ecosystem use,ND
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Non-GHG air pollutants,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Other resource use,ND
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Soil pollutants,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Solid waste,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Terrestrial ecosystem use,ND
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Water pollutants,H
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Water use,VH
Utilities,Independent Power Producers & Energy Traders,Nuclear and thermal power stations,Biological interferences/alterations,ND
Energy,Oil & Gas Drilling,Oil and gas drilling,Disturbances,H
Energy,Oil & Gas Drilling,Oil and gas drilling,Freshwater ecosystem use,H
Energy,Oil & Gas Drilling,Oil and gas drilling,GHG emissions,VH
Energy,Oil & Gas Drilling,Oil and gas drilling,Marine ecosystem use,VH
Energy,Oil & Gas Drilling,Oil and gas drilling,Non-GHG air pollutants,H
Energy,Oil & Gas Drilling,Oil and gas drilling,Other resource use,ND
Energy,Oil & Gas Drilling,Oil and gas drilling,Soil pollutants,H
Energy,Oil & Gas Drilling,Oil and gas drilling,Solid waste,H
Energy,Oil & Gas Drilling,Oil and gas drilling,Terrestrial ecosystem use,H
Energy,Oil & Gas Drilling,Oil and gas drilling,Water pollutants,VH
Energy,Oil & Gas Drilling,Oil and gas drilling,Water use,VH
Energy,Oil & Gas Drilling,Oil and gas drilling,Biological interferences/alterations,ND
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Disturbances,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Freshwater ecosystem use,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,GHG emissions,VH
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Marine ecosystem use,M
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Non-GHG air pollutants,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Other resource use,ND
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Soil pollutants,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Solid waste,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Terrestrial ecosystem use,H
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Water pollutants,VH
Energy,Oil & Gas Exploration & Production,Oil and gas exploration surveys,Water use,VH
